bond_ticker,equity_ticker,comp_name
SGSINT,SGSI,NA
DBPHLD,DBPH,NA
ENGIFP,ENGI,NA
APAAU,APA,NA
INRCIN,INRC,NA
GULFKY,GULF,NA
AVIATR,AVIA,NA
CTCACI,CTCA,NA
TUPRST,TUPR,NA
LRELN,LRE,NA
AEFES,AEF,NA
MMCN,MM,NA
VIKCRU,VIKC,NA
CNPFP,CNP,NA
ALBHSA,ALBH,NA
NDN,N,NA
NIPLIF,NIPL,NA
ARTINS,ARTI,NA
BACOPY,BACO,NA
LNGFOR,LNGF,NA
CATHHE,CATH,NA
CEQUEL,CEQU,NA
REGH,RE,NA
RDIO,RD,NA
OASSBZ,OASS,NA
DUFSCA,DUFS,NA
PRIFII,PRIF,NA
LPTY,LP,NA
CCRUCN,CCRU,NA
RX,NA,NA
BPCLIN,BPCL,NA
HCFBRU,HCFB,NA
CATMED,CATM,NA
SHEARE,SHEA,NA
SHISFB,SHIS,NA
CARFIN,CARF,NA
AMRMED,AMRM,NA
ASLAU,ASL,NA
PQCOR,PQC,NA
SAMMIN,SAMM,NA
INVBNK,INVB,NA
RBNRL,RBN,NA
CAIXBR,CAIX,NA
SASOL,SAS,NA
USJACU,USJA,NA
MYTHEN,MYTH,NA
MATHOM,MATH,NA
PERHOL,PERH,NA
SOHOCH,SOHO,NA
CNHIND,CNHI,NA
BSANTM,BSAN,NA
CIELBZ,CIEL,NA
HRELEC,HREL,NA
DETOWN,DETO,NA
ZHAIK,ZHA,NA
QGOGCO,QGOG,NA
CIMAU,CIM,NA
SINAI,SIN,NA
AERDOS,AERD,NA
GATSP,GAT,NA
CMCICB,CMCI,NA
FCFIN,FCF,NA
GULINT,GULI,NA
POSADA,POSA,NA
LASVMC,LASV,NA
VARCAR,VARC,NA
ALPEKA,ALPE,NA
EBTX,EB,NA
COSHOL,COSH,NA
ALVGR,ALV,NA
AIFP,AI,NA
KUOBMM,KUOB,NA
JILGLS,JILG,NA
CLEVTH,CLEV,NA
ACIRC,ACI,NA
ROSNRM,ROSN,NA
AKBHC,AKB,NA
ALTICE,ALTI,NA
CFRCI,CFR,NA
ETHAIR,ETHA,NA
ARMS,AR,NA
SILIIA,SILI,NA
STBARN,STBA,NA
UNITY,UNI,NA
EUCHEM,EUCH,NA
GMEXIB,GMEX,NA
MAEXIM,MAEX,NA
SHUION,SHUI,NA
PRIMIN,PRIM,NA
CLEAVB,CLEA,NA
BRP,B,NA
TPCG,TP,NA
TCDPSA,TCDP,NA
HONHAI,HONH,NA
TOMA,TO,NA
COMINV,COMI,NA
DEMAT,DEM,NA
ELDCN,ELD,NA
VTIV,VT,NA
SQA,S,NA
TMFBIO,TMFB,NA
EXONEB,EXON,NA
UHOS,UH,NA
SAMRUK,SAMR,NA
IASLFF,IASL,NA
THEMET,THEM,NA
DISDYN,DISD,NA
PCP,P,NA
PJIAE,PJI,NA
BBRIIJ,BBRI,NA
RCCF,RC,NA
SPLS,SPLS,Staples, Inc.
IRWD,IRWD,Ironwood Pharmaceuticals, Inc.
AXTA,AXTA,Axalta Coating Systems Ltd. Com
SXCP,SXCP,SunCoke Energy Partners, L.P. C
RGC,RGC,Regal Entertainment Group Class
LEA,LEA,Lear Corporation Common Stock
CG,CG,The Carlyle Group L.P.
DGI,DGI,DigitalGlobe, Inc Common Stock
PCRX,PCRX,Pacira Pharmaceuticals, Inc.
ROCK,ROCK,Gibraltar Industries, Inc.
ZTS,ZTS,Zoetis Inc. Class A Common Stoc
BRCD,BRCD,Brocade Communications Systems,
GLF,GLF,GulfMark Offshore, Inc. New Com
INVA,INVA,INOVA TECHNOLOGY INC
SZYM,SZYM,Solazyme, Inc.
WEX,WEX,WEX Inc. common stock
ACKAF,ACKAF,ARCELIK TRY1
OPK,OPK,Opko Health, Inc.
FAF,FAF,First American Corporation (New
SFL,SFL,Ship Finance International Limi
MHK,MHK,Mohawk Industries, Inc. Common 
FMER,FMER,FirstMerit Corporation
NFLX,NFLX,Netflix, Inc.
NXPI,NXPI,NXP Semiconductors N.V.
NCLH,NCLH,Norwegian Cruise Line Holdings 
MMLP,MMLP,Martin Midstream Partners L.P.
EMEXF,EMEXF,EMERALD PLANTATION
MOH,MOH,Molina Healthcare Inc Common St
STWD,STWD,STARWOOD PROPERTY TRUST, INC. S
DLPH,DLPH,Delphi Automotive plc Ordinary 
BKCC,BKCC,BlackRock Capital Investment Co
FOR,FOR,Forestar Group Inc Common Stock
CPTP,CPTP,CAPITAL PROPERTIES A
SHTGF,SHTGF,SHUN TAK HOLDINGS LT
MTZ,MTZ,MasTec, Inc. Common Stock
CBG,CBG,CBRE Group Inc Common Stock Cla
AIA,AIA,iShares Asia 50 ETF
IVR,IVR,INVESCO MORTGAGE CAPITAL INC Co
CDZI,CDZI,Cadiz, Inc.
CEN,CEN,Center Coast MLP & Infrastructu
BCOR,BCOR,Blucora, Inc.
ENLK,ENLK,EnLink Midstream Partners, LP C
MXIM,MXIM,Maxim Integrated Products, Inc.
MIG,MIG,Meadowbrook Insurance Group, In
CRM,CRM,Salesforce.com Inc Common Stock
REN,REN,Resolute Energy Corporation Com
SEB,SEB,Seaboard Corporation Common Sto
CXW,CXW,Corrections Corporation of Amer
STJ,STJ,St. Jude Medical, Inc. Common S
NEU,NEU,NewMarket Corp Common Stock
ACC,ACC,American Campus Communities Inc
GPK,GPK,Graphic Packaging Holding Compa
IFF,IFF,Internationa Flavors & Fragranc
AR,AR,Antero Resources Corporation Co
HEES,HEES,H&E Equipment Services, Inc.
HL,HL,Hecla Mining Company Common Sto
RNF,RNF,Rentech Nitrogen Partners, L.P.
CLNY,CLNY,Colony Capital, Inc. Class A Co
DLX,DLX,Deluxe Corporation Common Stock
CORBAN,CORB,NA
COGARD,COGA,NA
PWGRIN,PWGR,NA
SHIMAO,SHIM,NA
WELLSE,WELL,NA
OXDFLL,OXDF,NA
SSOCN,SSO,NA
LASUDE,LASU,NA
CPREIT,CPRE,NA
JGSPM,JGS,NA
CRBKMO,CRBK,NA
ZACHRY,ZACH,NA
APEXTO,APEX,NA
YUEXIU,YUEX,NA
CHEUNG,CHEU,NA
XINHD,XIN,NA
GJTLIJ,GJTL,NA
SIBUR,SIB,NA
DURRAH,DURR,NA
TONOBZ,TONO,NA
VITALI,VITA,NA
METROG,METR,NA
TOPTB,TOP,NA
PESEXA,PESE,NA
FRAX,FR,NA
COSCCH,COSC,NA
CENCHI,CENC,NA
SIMEMK,SIME,NA
ATENTO,ATEN,NA
WEEKHM,WEEK,NA
EXPLEA,EXPL,NA
FOSUNI,FOSU,NA
ADVENT,ADVE,NA
YALHOS,YALH,NA
HAIAIR,HAIA,NA
CPACPE,CPAC,NA
BRSVDR,BRSV,NA
GPKLN,GPK,NA
GRNCH,GRN,NA
KOSOPW,KOSO,NA
PHORRU,PHOR,NA
ASHWOO,ASHW,NA
TALPRO,TALP,NA
CHRAIL,CHRA,NA
HDSUPP,HDSU,NA
BCGBK,BCG,NA
FITWAL,FITW,NA
MIEHOL,MIEH,NA
PCORPM,PCOR,NA
PRMIAN,PRMI,NA
GCCAMM,GCCA,NA
BNKPOZ,BNKP,NA
MILSRV,MILS,NA
CHSCOI,CHSC,NA
SMUSA,SMU,NA
IMBLN,IMB,NA
TBIGIJ,TBIG,NA
VRGLIN,VRGL,NA
LULWAL,LULW,NA
COLGUN,COLG,NA
ALTBUI,ALTB,NA
ADNLN,ADN,NA
TNEMAK,TNEM,NA
PBFENE,PBFE,NA
PRBANK,PRBA,NA
GLOPRO,GLOP,NA
ASSASP,ASSA,NA
KEEXPT,KEEX,NA
MAXTEL,MAXT,NA
TRW,T,NA
TANNER,TANN,NA
EOLEFI,EOLE,NA
CRNRCH,CRNR,NA
BOCOM,BOC,NA
HDFCB,HDF,NA
MAIMED,MAIM,NA
SHATHC,SHAT,NA
BHARTI,BHAR,NA
VANKE,VAN,NA
KTB,K,NA
KCHOL,KCH,NA
STATSP,STAT,NA
ALEXAL,ALEX,NA
PCCW,PC,NA
MCGHLL,MCGH,NA
NANADE,NANA,NA
SEATRK,SEAT,NA
SUNPRD,SUNP,NA
ALIPE,ALI,NA
AGSBB,AGS,NA
WATCOS,WATC,NA
STAREN,STAR,NA
ASYAKA,ASYA,NA
VCALEA,VCAL,NA
MHPSA,MHP,NA
SJNKI,SJN,NA
GCN,G,NA
AMALBK,AMAL,NA
CALLAO,CALL,NA
EGLCOL,EGLC,NA
SBMAU,SBM,NA
MTLICO,MTLI,NA
JEFFIN,JEFF,NA
FGLIFE,FGLI,NA
KCADEU,KCAD,NA
MZIA,MZ,NA
FDCPM,FDC,NA
RXLFP,RXL,NA
UKRLAN,UKRL,NA
SUELIN,SUEL,NA
FITLOW,FITL,NA
HKHKD,HKH,NA
SUMITR,SUMI,NA
MILPOC,MILP,NA
ASRIIJ,ASRI,NA
UIRCII,UIRC,NA
RENAUL,RENA,NA
WILTON,WILT,NA
BMW,B,NA
SESGFP,SESG,NA
DTEKUA,DTEK,NA
SUNAC,SUN,NA
TAISEM,TAIS,NA
CAELUS,CAEL,NA
CRROCK,CRRO,NA
YINGDZ,YING,NA
ONGCIN,ONGC,NA
KYGID,KYG,NA
TRHEEL,TRHE,NA
ABCSUP,ABCS,NA
TRAFIG,TRAF,NA
NEWCOT,NEWC,NA
SUTHEA,SUTH,NA
ARALCO,ARAL,NA
TEXTEX,TEXT,NA
BSLAU,BSL,NA
NESRH,NES,NA
SOFTBK,SOFT,NA
BTGINV,BTGI,NA
USFOOD,USFO,NA
CHIOIL,CHIO,NA
BCC,BCC,Boise Cascade, L.L.C. Common St
ST,ST,Sensata Technologies Holding N.
NKE,NKE,Nike, Inc. Common Stock
RLGY,RLGY,Realogy Holdings Corp. Common S
PMT,PMT,PennyMac Mortgage Investment Tr
SUPN,SUPN,Supernus Pharmaceuticals, Inc.
TITN,TITN,Titan Machinery Inc.
LVLT,LVLT,Level 3 Communications, Inc. Co
AAPL,AAPL,Apple Inc.
NCR,NCR,NCR Corporation Common Stock
AMSG,AMSG,Amsurg Corp.
EAT,EAT,Brinker International, Inc. Com
MIICF,MIICF,MILLICOM INTL CELL
ERA,ERA,Era Group, Inc. Common Stock
NP,NP,Neenah Paper, Inc. Common Stock
BLDR,BLDR,Builders FirstSource, Inc.
STON,STON,StoneMor Partners L.P. Common U
SFLY,SFLY,Shutterfly, Inc.
HA,HA,Hawaiian Holdings, Inc.
VVUS,VVUS,VIVUS, Inc.
TSS,TSS,Total System Services, Inc. Com
TSLA,TSLA,Tesla Motors, Inc.
ACCO,ACCO,Acco Brands Corporation Common 
BGS,BGS,B&G Foods, Inc. B&G Foods, Inc.
CENX,CENX,Century Aluminum Company
SBRA,SBRA,Sabra Healthcare REIT, Inc.
COMM,COMM,CommScope Holding Company, Inc.
PAG,PAG,Penske Automotive Group, Inc. C
GSAT,GSAT,Globalstar, Inc. Common Stock
SPWR,SPWR,SunPower Corporation
ADI,ADI,Analog Devices, Inc.
INFN,INFN,Infinera Corporation
NSM,NSM,Nationstar Mortgage Holdings In
FXCM,FXCM,FXCM Inc.
SBGI,SBGI,Sinclair Broadcast Group, Inc.
IMKTA,IMKTA,Ingles Markets, Incorporated
N,N,Netsuite Inc Common Stock
AREX,AREX,Approach Resources Inc.
EMC,EMC,** SEE<DVMT>
BCEI,BCEI,Bonanza Creek Energy, Inc. Comm
ARRY,ARRY,Array BioPharma Inc.
HFFC,HFFC,HF Financial Corp.
GEL,GEL,Genesis Energy, L.P. Common Uni
WLH,WLH,Lyon William Homes Common Stock
CSOD,CSOD,Cornerstone OnDemand, Inc.
WDAY,WDAY,Workday, Inc. Common Stock
CONE,CONE,CyrusOne Inc
MDRX,MDRX,Allscripts Healthcare Solutions
JNS,JNS,Janus Capital Group, Inc. Cmn S
CLW,CLW,Clearwater Paper Corporation Co
SCTY,SCTY,SolarCity Corporation
EXR,EXR,Extra Space Storage Inc Common 
PDM,PDM,Piedmont Office Realty Trust, I
IAC,IAC,IAC/InterActiveCorp
STL,STL,Sterling Bancorp
TGI,TGI,Triumph Group, Inc. Common Stoc
FCN,FCN,FTI Consulting, Inc. Common Sto
HWAY,HWAY,Healthways, Inc.
MEMP,MEMP,Memorial Production Partners LP
WNR,WNR,Western Refining Inc. Western R
TDG,TDG,Transdigm Group Incorporated Tr
NSR,NSR,Neustar, Inc. Neustar, Inc. Cla
STLD,STLD,Steel Dynamics, Inc.
MACK,MACK,Merrimack Pharmaceuticals, Inc.
ASCMA,ASCMA,Ascent Capital Group, Inc.
AEL,AEL,American Equity Investment Life
MLPL,MLPL,UBS AG 2X Monthly Leveraged Lon
OFC,OFC,Corporate Office Properties Tru
AIRFP,AIR,NA
FOUND,FOU,NA
LINGR,LIN,NA
SISETI,SISE,NA
EASTCM,EAST,NA
METLSA,METL,NA
URKARM,URKA,NA
PGILLN,PGIL,NA
TAYMON,TAYM,NA
EDCLLI,EDCL,NA
BDRLNO,BDRL,NA
LAMON,LAM,NA
SMCPM,SMC,NA
CCACN,CCA,NA
FESHRU,FESH,NA
TGPERU,TGPE,NA
CARPFI,CARP,NA
AMTTOW,AMTT,NA
SINOPC,SINO,NA
WINDIM,WIND,NA
BSPHOR,BSPH,NA
VAMASN,VAMA,NA
FERROS,FERR,NA
BATELC,BATE,NA
WOWFIN,WOWF,NA
SHAEFF,SHAE,NA
GESTAM,GEST,NA
ANDRGI,ANDR,NA
HAMCLG,HAMC,NA
BOCAVI,BOCA,NA
ACACN,ACA,NA
TUFIKA,TUFI,NA
COMPCO,COMP,NA
BFALA,BFA,NA
PELICR,PELI,NA
JPFAIJ,JPFA,NA
GMKNRM,GMKN,NA
NITROG,NITR,NA
HKUS,HK,NA
TRANSM,TRAN,NA
JHHSYS,JHHS,NA
NORDLI,NORD,NA
LBCTNK,LBCT,NA
SANDRE,SAND,NA
RLTAIN,RLTA,NA
WANTSP,WANT,NA
SAFWAY,SAFW,NA
INEGRP,INEG,NA
EXPTEN,EXPT,NA
BHITIJ,BHIT,NA
FIDBAN,FIDB,NA
VIICN,VII,NA
RLCONS,RLCO,NA
PFAVHC,PFAV,NA
POLHON,POLH,NA
FIRSTQ,FIRS,NA
GERGHK,GERG,NA
MAGNTN,MAGN,NA
SEMHRK,SEMH,NA
BARPTY,BARP,NA
IRACOR,IRAC,NA
BRTFOD,BRTF,NA
YXREIT,YXRE,NA
FEMSA,FEM,NA
VCHLSE,VCHL,NA
BLUDNB,BLUD,NA
DANAGS,DANA,NA
LONGRE,LONG,NA
PENAIR,PENA,NA
IFCDCN,IFCD,NA
AFFGAM,AFFG,NA
TELNO,TEL,NA
SGRHSE,SGRH,NA
GOLLEA,GOLL,NA
JEFLCR,JEFL,NA
SPRIND,SPRI,NA
CHGRID,CHGR,NA
FSL,F,NA
DARALA,DARA,NA
PRFDAS,PRFD,NA
VATOCG,VATO,NA
INTGEN,INTG,NA
FAMSA,FAM,NA
CEDC,CE,NA
CHINPR,CHIN,NA
FARMIN,FARM,NA
MERSIN,MERS,NA
MASLTD,MASL,NA
SAPGR,SAP,NA
KEXLEA,KEXL,NA
HOTT,HO,NA
EMEXPH,EMEX,NA
BARY,BA,NA
LONGYU,LONG,NA
IRONGT,IRON,NA
JKCOOP,JKCO,NA
ASCHEA,ASCH,NA
TRAINT,TRAI,NA
ROUSTL,ROUS,NA
RICEUN,RICE,NA
GOPAIR,GOPA,NA
ULAMSN,ULAM,NA
RCNTEL,RCNT,NA
LATOFF,LATO,NA
NFP,N,NA
OSPAIR,OSPA,NA
TRAMLN,TRAM,NA
QUEEST,QUEE,NA
IBISRE,IBIS,NA
BASSDR,BASS,NA
CPROIJ,CPRO,NA
RPCUH,RPC,NA
IAGLN,IAG,NA
GEICN,GEI,NA
SLH,S,NA
STACAS,STAC,NA
ALTINV,ALTI,NA
CRECOR,CREC,NA
MONLIS,MONL,NA
GTI,G,NA
TRDWYN,TRDW,NA
TOCLUB,TOCL,NA
TMXFIN,TMXF,NA
SELA,SE,NA
STANDK,STAN,NA
JAPTOB,JAPT,NA
NCX,N,NA
HUGHES,HUGH,NA
EXPELE,EXPE,NA
CARBEE,CARB,NA
GDI,G,NA
MIDCON,MIDC,NA
JAKK,JAKK,JAKKS Pacific, Inc.
CHMT,CHMT,Chemtura Corp. Common Stock
AOI,AOI,Alliance One International, Inc
ARP,ARP,Atlas Resource Partners, L.P. C
VER,VER,VEREIT, Inc. Common Stock
TPX,TPX,Tempur Sealy International, Inc
RATE,RATE,Bankrate, Inc. Common Stock
DWA,DWA,Dreamworks Animation SKG, Inc.
RYI,RYI,Ryerson Holding Corporation Com
MUSA,MUSA,Murphy USA Inc. Common Stock
WAB,WAB,Westinghouse Air Brake Technolo
MDSO,MDSO,Medidata Solutions, Inc.
SREV,SREV,ServiceSource International, In
PRAA,PRAA,PRA Group, Inc.
WWW,WWW,Wolverine World Wide, Inc. Comm
WEB,WEB,Web.com Group, Inc.
RMBS,RMBS,Rambus, Inc.
ACIW,ACIW,ACI Worldwide, Inc.
EDMC,EDMC,EDUCATION MANAGEMENT
FELP,FELP,Foresight Energy LP Common Unit
VIAV,VIAV,Viavi Solutions Inc.
TLLP,TLLP,Tesoro Logistics LP Common Unit
CVI,CVI,CVR Energy Inc. Common Stock
QIHU,QIHU,Qihoo 360 Technology Co. Ltd. A
ATVI,ATVI,Activision Blizzard, Inc
SBUX,SBUX,Starbucks Corporation
SEM,SEM,Select Medical Holdings Corpora
BMCH,BMCH,BMC Stock Holdings, Inc.
BRSS,BRSS,Global Brass and Copper Holding
GPOR,GPOR,Gulfport Energy Corporation
POL,POL,PolyOne Corporation Common Stoc
ACAS,ACAS,American Capital, Ltd.
ALJ,ALJ,Alon USA Energy, Inc. common st
PLX,PLX,Protalix BioTherapeutics, Inc. 
GSVC,GSVC,GSV Capital Corp
GPRE,GPRE,Green Plains, Inc.
RL,RL,Ralph Lauren Corporation Common
EW,EW,Edwards Lifesciences Corporatio
VLY,VLY,Valley National Bancorp Common 
ARCO,ARCO,Arcos Dorados Holdings Inc. Cla
RLI,RLI,RLI Corp. Common Stock
HHC,HHC,Howard Hughes Corporation (The)
REXX,REXX,Rex Energy Corporation
NTI,NTI,Northern Tier Energy LP Common 
NAVG,NAVG,The Navigators Group, Inc.
RHP,RHP,Ryman Hospitality Properties, I
OUTR,OUTR,Outerwall Inc.
NQ,NQ,NQ Mobile Inc. American Deposit
LMCA,LMCA,Liberty Media Corporation
RSO,RSO,Resource Capital Corp. Resource
LUK,LUK,Leucadia National Corporation C
PENN,PENN,Penn National Gaming, Inc.
ANW,ANW,Aegean Marine Petroleum Network
MX,MX,MagnaChip Semiconductor Corpora
NXST,NXST,Nexstar Broadcasting Group, Inc
HTA,HTA,Healthcare Trust of America, In
NNA,NNA,Navios Maritime Acquisition Cor
FRME,FRME,First Merchants Corporation
WCG,WCG,Wellcare Health Plans, Inc. Com
PRGO,PRGO,Perrigo Company plc Ordinary Sh
LAYN,LAYN,Layne Christensen Company
FUN,FUN,Cedar Fair, L.P. Common Stock
INVN,INVN,InvenSense, Inc. Common Stock
INCY,INCY,Incyte Corporation
NOW,NOW,ServiceNow, Inc. Common Stock
CST,CST,CST Brands, Inc. Common Stock
BBCN,BBCN,HOPE BANCORP INC
TSELEC,TSEL,NA
CHASSX,CHAS,NA
HOPECA,HOPE,NA
PHHOLD,PHHO,NA
KEHEFO,KEHE,NA
MEXAIR,MEXA,NA
GIBSON,GIBS,NA
FLVC,FL,NA
SOCP,SO,NA
NORGRP,NORG,NA
METCAT,METC,NA
POLYRE,POLY,NA
ACOM,AC,NA
AAAIRF,AAAI,NA
STELND,STEL,NA
NATAMU,NATA,NA
NTHSHR,NTHS,NA
PLAYRE,PLAY,NA
TUFMED,TUFM,NA
FBNNL,FBN,NA
ENDENR,ENDE,NA
WCPTOW,WCPT,NA
AMETPR,AMET,NA
BANDCR,BAND,NA
SCCGLL,SCCG,NA
HARARL,HARA,NA
MULPAC,MULP,NA
RECAS,REC,NA
SHINGL,SHIN,NA
BLUEPL,BLUE,NA
INSITE,INSI,NA
LILEFN,LILE,NA
BTOCN,BTO,NA
CODE,CO,NA
UNILOU,UNIL,NA
NSBLK,NSB,NA
AIRFND,AIRF,NA
LADCAP,LADC,NA
ZHTONG,ZHTO,NA
CATIC,CAT,NA
NAKAMA,NAKA,NA
SUMILF,SUMI,NA
ORIEAS,ORIE,NA
ATLAS,ATL,NA
PINNOP,PINN,NA
HBGCN,HBG,NA
PRSPCT,PRSP,NA
BORFIN,BORF,NA
OFDMEX,OFDM,NA
ODHGPR,ODHG,NA
INACN,INA,NA
CCOLAT,CCOL,NA
RBLN,RB,NA
DENBOR,DENB,NA
WUINTL,WUIN,NA
APL,A,NA
CERPLC,CERP,NA
COMPOL,COMP,NA
PRAI,PR,NA
KINNEE,KINN,NA
STANDP,STAN,NA
SNFF,SN,NA
PLASPK,PLAS,NA
AETINC,AETI,NA
VCILEA,VCIL,NA
APXSEC,APXS,NA
ANNGR,ANN,NA
TMS,T,NA
CHGDNU,CHGD,NA
ANDINA,ANDI,NA
PRISEM,PRIS,NA
AVACOM,AVAC,NA
GRSPEC,GRSP,NA
YUZHOU,YUZH,NA
OCEANO,OCEA,NA
BKR,B,NA
FGENPM,FGEN,NA
PFCLN,PFC,NA
GRNLHK,GRNL,NA
VAHAU,VAH,NA
CCG,C,NA
CTIH,CT,NA
SYNCIM,SYNC,NA
ALSPVE,ALSP,NA
DOCTOR,DOCT,NA
MHRC,MH,NA
SAMMON,SAMM,NA
RUE,R,NA
WYNMAC,WYNM,NA
DEXGRP,DEXG,NA
CNALN,CNA,NA
DEBTAS,DEBT,NA
ETIAIR,ETIA,NA
WWY,W,NA
SANMON,SANM,NA
HAISEC,HAIS,NA
ENTEL,ENT,NA
BNALCR,BNAL,NA
MDLNIJ,MDLN,NA
DOLE,DO,NA
VICVN,VIC,NA
ANTOIL,ANTO,NA
HATELE,HATE,NA
TPZMAR,TPZM,NA
CEMPRO,CEMP,NA
BBBB,BB,NA
BFCM,BF,NA
CHALUM,CHAL,NA
EVERRE,EVER,NA
GALIRE,GALI,NA
TLWLN,TLW,NA
CSBNKZ,CSBN,NA
JCG,J,NA
GWCN,GW,NA
SMIPET,SMIP,NA
GOLDNU,GOLD,NA
SMITHI,SMIT,NA
CAPSUG,CAPS,NA
RTSX,RT,NA
GUANFI,GUAN,NA
BANTRB,BANT,NA
ANDINV,ANDI,NA
COFCO,COF,NA
COBREM,COBR,NA
BEVMO,BEV,NA
CMLP,CM,NA
FRESLN,FRES,NA
FEIBNK,FEIB,NA
CBCAMO,CBCA,NA
UIRIII,UIRI,NA
ADSWST,ADSW,NA
DMEAIR,DMEA,NA
APPPAP,APPP,NA
SINA,SINA,Sina Corporation
PRA,PRA,ProAssurance Corporation Common
DFT,DFT,Dupont Fabros Technology, Inc. 
BXMT,BXMT,Blackstone Mortgage Trust, Inc.
SVU,SVU,SuperValu Inc. Common Stock
YHOO,YHOO,Yahoo! Inc.
ZFC,ZFC,ZAIS Financial Corp. Common Sto
CATM,CATM,Cardtronics plc
AMRI,AMRI,Albany Molecular Research, Inc.
GCAP,GCAP,GAIN Capital Holdings, Inc. Com
CBL,CBL,CBL & Associates Properties, In
REV,REV,Revlon, Inc. New Common Stock
NVDA,NVDA,NVIDIA Corporation
ULTR,ULTR,Ultrapetrol (Bahamas) Limited
OREX,OREX,Orexigen Therapeutics, Inc.
FLY,FLY,Fly Leasing Limited
UPL,UPL,Ultra Petroleum Corp.
PBH,PBH,Prestige Brand Holdings, Inc. C
ELGX,ELGX,Endologix, Inc.
SFUN,SFUN,Fang Holdings Limited American 
ROIC,ROIC,Retail Opportunity Investments 
PFPT,PFPT,Proofpoint, Inc.
HCI,HCI,HCI Group, Inc. Common Stock
APLP,APLP,Archrock Partners, L.P.
LGCY,LGCY,Legacy Reserves LP
CHDN,CHDN,Churchill Downs, Incorporated
DAR,DAR,Darling Ingredients Inc. Common
FNSR,FNSR,Finisar Corporation
YNDX,YNDX,Yandex N.V.
CLMT,CLMT,Calumet Specialty Products Part
EJ,EJ,E-House (China) Holdings Limite
SUNE,SUNE,SunEdison, Inc.
MIK,MIK,The Michaels Companies, Inc.
TTMI,TTMI,TTM Technologies, Inc.
SPPI,SPPI,Spectrum Pharmaceuticals, Inc.
IEP,IEP,Icahn Enterprises L.P.
CARO,CARO,Carolina Financial Corporation
PATCA,PATCA,PATRIOT COAL
PF,PF,Pinnacle Foods, Inc. Common Sto
SEMG,SEMG,Semgroup Corporation Class A Co
HRG,HRG,HRG Group, Inc. Common Stock
CSH,CSH,Cash America International, Inc
LBTYA,LBTYA,Liberty Global plc
ARMK,ARMK,Aramark Common Stock
CACC,CACC,Credit Acceptance Corporation
LM,LM,Legg Mason, Inc. Common Stock
CXDC,CXDC,China XD Plastics Company Limit
EBS,EBS,Emergent Biosolutions, Inc. Com
ROIAK,ROIAK,Radio One, Inc.
TCBI,TCBI,Texas Capital Bancshares, Inc.
SFXE,SFXE,SFX Entertainment, Inc.
FLDM,FLDM,Fluidigm Corporation
BCOM,BCOM,B Communications Ltd.
HLF,HLF,Herbalife Ltd. Common Stock
CPHD,CPHD,CEPHEID
WBS,WBS,Webster Financial Corporation C
NYLD,NYLD,NRG Yield, Inc. Class C Common 
PDLI,PDLI,PDL BioPharma, Inc.
AMG,AMG,Affiliated Managers Group, Inc.
PKD,PKD,Parker Drilling Company Common 
AMAG,AMAG,AMAG Pharmaceuticals, Inc.
EMG,EMG,Emergent Capital, Inc. Common S
FSC,FSC,Fifth Street Finance Corp.
AKAM,AKAM,Akamai Technologies, Inc.
THS,THS,Treehouse Foods, Inc. Common St
UTIW,UTIW,UTi Worldwide Inc.
JBHT,JBHT,J.B. Hunt Transport Services, I
COWN,COWN,Cowen Group, Inc.
NKA,NKA,Niska Gas Storage Partners LLC 
GSL,GSL,Global Ship Lease Inc New Class
ARI,ARI,Apollo Commercial Real Estate F
VIPS,VIPS,Vipshop Holdings Limited Americ
WPC,WPC,W.P. Carey Inc. REIT
ENTG,ENTG,Entegris, Inc.
MLNK,MLNK,ModusLink Global Solutions, Inc
CSV,CSV,Carriage Services, Inc. Common 
EOX,EOX,Emerald Oil, Inc. Common Stock
YY,YY,YY Inc.
LEE,LEE,Lee Enterprises, Incorporated C
NHI,NHI,National Health Investors, Inc.
KW,KW,Kennedy-Wilson Holdings Inc. Co
GPT,GPT,Gramercy Property Trust
MA,MA,Mastercard Incorporated Common 
MDR,MDR,McDermott International, Inc. C
LKQ,LKQ,LKQ Corporation
CCOI,CCOI,Cogent Communications Holdings,
JOBS,JOBS,51job, Inc.
JOE,JOE,St. Joe Company (The) Common St
TIME,TIME,Time Inc. Common Stock
AMC,AMC,AMC Entertainment Holdings, Inc
IO,IO,Ion Geophysical Corporation Com
SMDRLN,SMDR,NA
DALWAN,DALW,NA
CHMEDA,CHME,NA
BRANDI,BRAN,NA
RIMONL,RIMO,NA
SEALLC,SEAL,NA
AFFGRP,AFFG,NA
OSBCN,OSB,NA
BCEMC,BCE,NA
UNCOLL,UNCO,NA
VOSEXP,VOSE,NA
WISMET,WISM,NA
ARPI,AR,NA
UUUCN,UUU,NA
SBSG,SB,NA
IDESA,IDE,NA
AGRBK,AGR,NA
DYSEVE,DYSE,NA
ONECAL,ONEC,NA
DYEIGH,DYEI,NA
ALTIIN,ALTI,NA
ALTITU,ALTI,NA
CTPTRA,CTPT,NA
ELETSN,ELET,NA
TRLA,TR,NA
EXPTWE,EXPT,NA
REVFIN,REVF,NA
CHELWO,CHEL,NA
QUECIT,QUEC,NA
SIEHAM,SIEH,NA
LOMARE,LOMA,NA
VENTER,VENT,NA
GOODNT,GOOD,NA
FEITWO,FEIT,NA
CARRHO,CARR,NA
SWOOD,SWO,NA
INTSPN,INTS,NA
